"nr","deso","area","pop","density"
"3602","1402C1180",12.54,2191,174.720893141946
"3603","1407A0010",2.45,932,380.408163265306
"3604","1407A0020",1.71,1777,1039.18128654971
"3605","1407A0030",6.73,1264,187.815750371471
"3606","1407C1010",1.39,1530,1100.71942446043
"3607","1407C1020",2.71,2003,739.114391143911
"3608","1407C1030",1.74,1678,964.367816091954
"3609","1407C1040",2.33,1883,808.154506437768
"3610","1407C1050",6.68,1752,262.275449101796
"3611","1415A0010",77.01,1329,17.2574990261005
"3612","1415A0020",69.55,2286,32.8684399712437
"3613","1415A0030",33.54,1330,39.6541443053071
"3614","1415C1010",13.02,2097,161.059907834101
"3615","1415C1020",15.63,2148,137.42802303263
"3616","1415C1030",2.42,2000,826.446280991736
"3617","1415C1040",6.14,1875,305.374592833876
"3618","1415C1050",1.42,1510,1063.38028169014
"3619","1415C1060",1.02,1307,1281.37254901961
"3620","1415C1070",0.31,2166,6987.09677419355
"3621","1415C1080",4.83,1507,312.008281573499
"3622","1415C1090",0.96,2033,2117.70833333333
"3623","1415C1100",3.35,2572,767.761194029851
"3624","1415C1110",8.83,1884,213.363533408834
"3625","1415C1120",13.36,1818,136.077844311377
"3626","1419A0010",36.55,1468,40.1641586867305
"3627","1419A0020",15.5,1349,87.0322580645161
"3628","1419A0030",30.96,1557,50.2906976744186
"3629","1419B2010",12.37,2113,170.816491511722
"3630","1419B2020",6.46,1603,248.142414860681
"3631","1419B3010",36.06,1449,40.1830282861897
"3632","1419C1010",7.96,1921,241.331658291457
"3633","1419C1020",10.33,1009,97.676669893514
"3634","1419C1030",6.31,1966,311.568938193344
"3635","1419C1040",4.85,1711,352.783505154639
"3636","1421A0010",64.6,1258,19.4736842105263
"3637","1421A0020",49.91,1036,20.7573632538569
"3638","1421A0030",44.59,1144,25.6559766763848
"3639","1421A0040",30.26,985,32.5512227362855
"3640","1421A0050",65.02,1167,17.9483235927407
"3641","1421A0060",55.54,1367,24.6128916096507
"3642","1421B2010",10.46,2162,206.692160611855
"3643","1421B3010",7.85,1180,150.31847133758
"3644","1421B4010",9.27,1037,111.866235167206
"3645","1421B5010",32.81,1447,44.1024078024992
"3646","1421C1010",9.72,1170,120.37037037037
"3647","1421C1020",6.47,1380,213.292117465224
"3648","1427A0010",3.45,1520,440.579710144928
"3649","1427A0020",4.19,1303,310.978520286396
"3650","1427A0030",107.28,1514,14.1126025354213
"3651","1427B2010",15.14,2597,171.532364597094
"3652","1427C1010",8.13,2118,260.516605166052
"3653","1430A0010",187.99,1784,9.48986648225969
"3654","1430A0020",50.9,1395,27.4066797642436
"3655","1430A0030",104,1467,14.1057692307692
"3656","1430A0040",273.04,1467,5.3728391444477
"3657","1430C1010",9.09,2676,294.389438943894
"3658","1430C1020",8.98,1713,190.75723830735
"3659","1435A0010",65.13,1820,27.9441117764471
"3660","1435A0020",130.36,1625,12.465480208653
"3661","1435A0030",92.26,1830,19.835248211576
"3662","1435A0040",266.08,1972,7.41130487071557
"3663","1435A0050",340.01,1500,4.41163495191318
"3664","1435B2010",14.4,2056,142.777777777778
"3665","1435C1010",8.82,2062,233.786848072562
"3666","1438A0010",712.45,1631,2.28928345848831
"3667","1438C1010",1.84,873,474.45652173913
"3668","1438C1020",10.02,2102,209.780439121757
"3669","1439A0010",237.45,1680,7.07517372078332
"3670","1439A0020",337.91,2013,5.95720754046935
"3671","1439C1010",9.39,1406,149.733759318424
"3672","1439C1020",5.11,1335,261.252446183953
"3673","1440A0010",111.09,2343,21.0910072913854
"3674","1440A0020",137.22,1841,13.4164116018073
"3675","1440B2010",1.77,1694,957.062146892655
"3676","1440B2020",2.69,1628,605.204460966543
"3677","1440B2030",1.65,1886,1143.0303030303
"3678","1440B2040",3.18,1417,445.59748427673
"3679","1440B3010",16.87,978,57.9727326615293
"3680","1440C1010",3.19,2108,660.815047021944
"3681","1440C1020",6.66,1484,222.822822822823
"3682","1440C1030",0.97,2381,2454.63917525773
"3683","1440C1040",1.65,1473,892.727272727273
"3684","1440C1050",2.5,2269,907.6
"3685","1440C1060",8.01,2080,259.675405742821
"3686","1440C1070",5.8,2582,445.172413793103
"3687","1440C1080",1.33,2271,1707.51879699248
"3688","1440C1090",4.66,1659,356.008583690987
"3689","1440C1100",10.25,2352,229.463414634146
"3690","1441A0010",152.93,2602,17.014320277251
"3691","1441B2010",10.32,2591,251.065891472868
"3692","1441B2020",4.09,1185,289.731051344743
"3693","1441B2030",2.1,2520,1200
"3694","1441B2040",11.26,2116,187.921847246892
"3695","1441B3010",3.27,1007,307.951070336391
"3696","1441B4010",3.76,1131,300.797872340426
"3697","1441C1010",3.45,1678,486.376811594203
"3698","1441C1020",11.34,1729,152.469135802469
"3699","1441C1030",2.79,2324,832.974910394265
"3700","1441C1040",1.6,1995,1246.875
"3701","1441C1050",8.6,2020,234.883720930233
"3702","1441C1060",0.96,1301,1355.20833333333
"3703","1441C1070",10.21,1693,165.817825661117
"3704","1441C1080",0.75,1903,2537.33333333333
"3705","1441C1090",3.05,2041,669.180327868852
"3706","1441C1100",5.9,1151,195.084745762712
"3707","1441C1110",3.17,2355,742.902208201893
"3708","1441C1120",6.86,2202,320.991253644315
"3709","1441C1130",2.23,1014,454.708520179372
"3710","1441C1140",1.39,1833,1318.70503597122
"3711","1441C1150",1.77,1703,962.146892655367
"3712","1441C1160",3.74,1718,459.358288770053
"3713","1441C1170",3.02,1894,627.152317880795
"3714","1442A0010",179.33,2179,12.1507834718117
"3715","1442A0020",84.27,1527,18.1203275186899
"3716","1442A0030",149.08,2367,15.8773812718004
"3717","1442C1010",2.93,1153,393.515358361775
"3718","1442C1020",3.39,1863,549.557522123894
"3719","1442C1030",2.39,2136,893.723849372385
"3720","1442C1040",5.37,1159,215.828677839851
"3721","1443A0010",76.35,922,12.0759659462999
"3722","1443A0020",62.35,1687,27.0569366479551
"3723","1443A0030",103.99,1220,11.7318972978171
"3724","1443B2010",8.18,1015,124.083129584352
"3725","1443C1010",4.33,2115,488.452655889145
"3726","1443C1020",8.09,2774,342.892459826947
"3727","1444A0010",135.22,1160,8.57861263126756
"3728","1444A0020",121.46,1304,10.7360447884077
"3729","1444C1010",3.84,1598,416.145833333333
"3730","1444C1020",4.43,1501,338.82618510158
"3731","1445A0010",120.23,2122,17.6495051151959
"3732","1445A0020",104.75,1525,14.5584725536993
"3733","1445C1010",7.52,2009,267.154255319149
"3734","1446A0010",148.78,1077,7.2388761930367
"3735","1446A0020",240.2,921,3.83430474604496
"3736","1446B2010",6.36,1106,173.899371069182
"3737","1446C1010",5.33,2115,396.810506566604
"3738","1446C1020",5.27,1842,349.525616698292
"3739","1447A0010",149.8,851,5.68090787716956
"3740","1447A0020",145.29,1307,8.99580150044738
"3741","1447B2010",12.54,1686,134.44976076555
"3742","1447C1010",7.98,1275,159.774436090226
"3743","1452A0010",133.17,923,6.93099046331756
"3744","1452A0020",228.81,1667,7.28552073772999
"3745","1452A0030",177.07,1205,6.80521827525837
"3746","1452A0040",175.32,1728,9.85626283367557
"3747","1452B2010",8.8,1760,200
"3748","1452B3010",7.7,1131,146.883116883117
"3749","1452C1010",1.82,1165,640.10989010989
"3750","1452C1020",3.99,1305,327.067669172932
"3751","1452C1030",5.35,999,186.728971962617
"3752","1460A0010",318.41,1714,5.38299676517697
"3753","1460A0020",534.47,1957,3.66157127621756
"3754","1460B2010",9.6,1358,141.458333333333
"3755","1460B3010",7.08,965,136.299435028249
"3756","1460C1010",5.36,1492,278.358208955224
"3757","1460C1020",7.17,1652,230.404463040446
"3758","1461A0010",178.81,1509,8.43912532856104
"3759","1461A0020",230.38,1946,8.44691379460023
"3760","1461A0030",94.78,1492,15.741717661954
"3761","1461C1010",4.24,1932,455.660377358491
"3762","1461C1020",5.53,2286,413.381555153707
"3763","1462A0010",62.63,1287,20.5492575443078
"3764","1462A0020",90.3,2070,22.9235880398671
"3765","1462A0030",132.04,2136,16.1769160860345
"3766","1462B2010",7.25,1968,271.448275862069
"3767","1462C1010",7.52,1313,174.601063829787
"3768","1462C1020",3.56,2455,689.606741573034
"3769","1462C1030",6.52,1751,268.558282208589
"3770","1462C1040",3.37,1446,429.080118694362
"3771","1463A0010",114.71,1286,11.2108796094499
"3772","1463A0020",185.43,2215,11.9452084344497
"3773","1463A0030",107.3,2071,19.3010251630941
"3774","1463A0040",97.86,1779,18.17903126916
"3775","1463A0050",163.88,1904,11.6182572614108
"3776","1463A0060",60.5,1047,17.3057851239669
"3777","1463A0070",75.52,1910,25.291313559322
"3778","1463A0080",57.27,1657,28.933123799546
"3779","1463B2010",6.85,1055,154.014598540146
"3780","1463B2020",3.94,1421,360.659898477157
"3781","1463B3010",7.1,1571,221.267605633803
"3782","1463B4010",6.49,1328,204.62249614792
"3783","1463C1010",10.56,2025,191.761363636364
"3784","1463C1020",4.3,1683,391.395348837209
"3785","1463C1030",2.83,1953,690.106007067138
"3786","1463C1040",5.69,2090,367.311072056239
"3787","1463C1050",3.46,1917,554.046242774567
"3788","1463C1060",4.18,808,193.301435406699
"3789","1463C1070",4.61,1012,219.522776572668
"3790","1463C1080",1.11,1561,1406.30630630631
"3791","1463C1090",2.27,1550,682.819383259912
"3792","1463C1100",3.44,1444,419.767441860465
"3793","1465A0010",347.82,1447,4.16019780346156
"3794","1465A0020",338.97,2629,7.75584860017111
"3795","1465A0030",183.84,1698,9.23629242819843
"3796","1465A0040",36.14,1182,32.7061427780852
"3797","1465C1010",5.45,2328,427.155963302752
"3798","1465C1020",7.41,1475,199.055330634278
"3799","1466A0010",113.61,863,7.59616230965584
"3800","1466A0020",206.08,1384,6.71583850931677
"3801","1466A0030",72.09,837,11.6104868913858
"3802","1466A0040",85.07,852,10.0152815328553
"3803","1466B2010",8.82,1281,145.238095238095
"3804","1466C1010",5.18,1864,359.84555984556
"3805","1466C1020",6.48,2360,364.197530864198
"3806","1470A0010",106.37,1082,10.1720409890007
"3807","1470A0020",154.61,1356,8.77045469245198
"3808","1470A0030",91.39,1743,19.0721085457928
"3809","1470A0040",122.64,866,7.06131767775603
"3810","1470A0050",102.06,2026,19.8510679992161
"3811","1470A0060",95.31,1787,18.749344245095
"3812","1470B2010",7.22,1382,191.412742382271
"3813","1470B3010",6.56,993,151.371951219512
"3814","1470C1010",7.43,2372,319.246298788695
"3815","1470C1020",5.4,2459,455.37037037037
"3816","1471A0010",102.33,1017,9.93843447669305
"3817","1471A0020",63.4,1067,16.8296529968454
"3818","1471A0030",75.72,1027,13.5631273111463
"3819","1471A0040",135.31,2009,14.8473874806001
"3820","1471B2010",8.16,1955,239.583333333333
"3821","1471B3010",6.04,916,151.655629139073
"3822","1471C1010",6.72,1569,233.482142857143
"3823","1471C1020",3.91,1409,360.358056265985
"3824","1471C1030",1.87,1095,585.561497326203
"3825","1471C1040",1.77,1154,651.977401129943
"3826","1472A0010",198.52,2583,13.0112834978843
"3827","1472C1010",7.5,1593,212.4
"3828","1472C1020",3.67,1675,456.403269754768
"3829","1472C1030",1.59,2260,1421.38364779874
"3830","1472C1040",4.16,1577,379.086538461538
"3831","1472C1050",4.05,1644,405.925925925926
"3832","1473A0010",249.88,1894,7.57963822634865
"3833","1473A0020",129.29,1248,9.65271869440792
"3834","1473A0030",148.91,1158,7.77650930092002
"3835","1473C1010",4.1,1941,473.414634146341
"3836","1473C1020",6.17,1600,259.319286871961
"3837","1473C1030",2.42,1300,537.190082644628
"3838","1480A0010",8.35,1885,225.748502994012
"3839","1480A0020",8.2,1326,161.707317073171
"3840","1480A0030",42.17,2672,63.362580033199
"3841","1480A0040",48.33,1025,21.208359197186
"3842","1480A0050",18.91,1026,54.2570068746695
"3843","1480B2010",7.49,1482,197.863818424566
"3844","1480C1010",3.48,2894,831.609195402299
"3845","1480C1020",10.03,2261,225.423728813559
"3846","1480C1030",1.86,3627,1950
"3847","1480C1040",1.03,1695,1645.63106796116
"3848","1480C1050",3.32,1857,559.33734939759
"3849","1480C1060",1.66,2527,1522.28915662651
"3850","1480C1070",7.59,2199,289.723320158103
"3851","1480C1080",1.41,1409,999.290780141844
"3852","1480C1090",2.41,1808,750.207468879668
"3853","1480C1100",2.2,2224,1010.90909090909
"3854","1480C1110",1.11,1836,1654.05405405405
"3855","1480C1120",0.84,2633,3134.52380952381
"3856","1480C1130",1.33,1589,1194.73684210526
"3857","1480C1140",1.04,2053,1974.03846153846
"3858","1480C1150",0.6,1548,2580
"3859","1480C1160",1.83,3242,1771.58469945355
"3860","1480C1170",0.4,1431,3577.5
"3861","1480C1180",1.94,1879,968.556701030928
"3862","1480C1190",0.22,1885,8568.18181818182
"3863","1480C1200",1.03,2073,2012.6213592233
"3864","1480C1210",0.22,2209,10040.9090909091
"3865","1480C1220",1.23,1957,1591.05691056911
"3866","1480C1230",0.15,2201,14673.3333333333
"3867","1480C1240",0.27,2085,7722.22222222222
"3868","1480C1250",0.29,2386,8227.58620689655
"3869","1480C1260",1.37,1540,1124.08759124088
"3870","1480C1270",0.6,1627,2711.66666666667
"3871","1480C1280",0.2,2026,10130
"3872","1480C1290",1.21,2565,2119.8347107438
"3873","1480C1300",0.12,1169,9741.66666666667
"3874","1480C1310",0.41,2897,7065.85365853659
"3875","1480C1320",0.35,1899,5425.71428571429
"3876","1480C1330",0.44,2346,5331.81818181818
"3877","1480C1340",0.16,2018,12612.5
"3878","1480C1350",0.1,2305,23050
"3879","1480C1360",2.86,1709,597.552447552448
"3880","1480C1370",0.26,1641,6311.53846153846
"3881","1480C1380",0.36,2434,6761.11111111111
"3882","1480C1390",1.02,1922,1884.3137254902
"3883","1480C1400",0.21,1274,6066.66666666667
"3884","1480C1410",1.03,1947,1890.29126213592
"3885","1480C1420",0.42,3398,8090.47619047619
"3886","1480C1430",0.15,1613,10753.3333333333
"3887","1480C1440",1.15,2321,2018.26086956522
"3888","1480C1450",1.45,2616,1804.13793103448
"3889","1480C1460",0.15,1578,10520
"3890","1480C1470",1.12,2088,1864.28571428571
"3891","1480C1480",0.22,1980,9000
"3892","1480C1490",0.15,1645,10966.6666666667
"3893","1480C1500",0.25,2167,8668
"3894","1480C1510",0.25,2064,8256
"3895","1480C1520",0.22,2510,11409.0909090909
"3896","1480C1530",2.2,2105,956.818181818182
"3897","1480C1540",4.7,1498,318.723404255319
"3898","1480C1550",0.17,2798,16458.8235294118
"3899","1480C1560",0.61,1989,3260.65573770492
"3900","1480C1570",0.57,3893,6829.82456140351
"3901","1480C1580",0.78,1991,2552.5641025641
"3902","1480C1590",0.28,1526,5450
"3903","1480C1600",0.28,2124,7585.71428571429
"3904","1480C1610",0.13,2106,16200
"3905","1480C1620",0.52,3615,6951.92307692308
"3906","1480C1630",2,2005,1002.5
"3907","1480C1640",0.68,1820,2676.47058823529
"3908","1480C1650",0.21,1542,7342.85714285714
"3909","1480C1660",0.22,1515,6886.36363636364
"3910","1480C1670",0.24,2059,8579.16666666667
"3911","1480C1680",0.27,2569,9514.81481481481
"3912","1480C1690",1.35,3354,2484.44444444444
"3913","1480C1700",0.38,2033,5350
"3914","1480C1710",0.97,1998,2059.79381443299
"3915","1480C1720",0.29,1329,4582.75862068966
"3916","1480C1730",0.18,1626,9033.33333333333
"3917","1480C1740",0.08,1801,22512.5
"3918","1480C1750",0.14,1700,12142.8571428571
"3919","1480C1760",0.08,1647,20587.5
"3920","1480C1770",0.36,1729,4802.77777777778
"3921","1480C1780",0.18,2067,11483.3333333333
"3922","1480C1790",0.11,1574,14309.0909090909
"3923","1480C1800",0.06,1531,25516.6666666667
"3924","1480C1810",0.31,1827,5893.54838709677
"3925","1480C1820",1.74,1539,884.48275862069
"3926","1480C1830",0.17,2334,13729.4117647059
"3927","1480C1840",0.1,1460,14600
"3928","1480C1850",0.37,2391,6462.16216216216
"3929","1480C1860",0.1,1832,18320
"3930","1480C1870",0.16,2121,13256.25
"3931","1480C1880",0.32,2011,6284.375
"3932","1480C1890",0.08,1552,19400
"3933","1480C1900",0.16,2224,13900
"3934","1480C1910",0.2,2223,11115
"3935","1480C1920",0.04,1276,31900
"3936","1480C1930",0.05,1533,30660
"3937","1480C1940",0.04,1542,38550
"3938","1480C1950",0.09,1660,18444.4444444444
"3939","1480C1960",0.14,1974,14100
"3940","1480C1970",0.12,1738,14483.3333333333
"3941","1480C1980",0.13,1658,12753.8461538462
"3942","1480C1990",0.04,1420,35500
"3943","1480C2000",0.12,2154,17950
"3944","1480C2010",0.07,1666,23800
"3945","1480C2020",0.1,2076,20760
"3946","1480C2030",0.07,2011,28728.5714285714
"3947","1480C2040",7.17,2029,282.984658298466
"3948","1480C2050",0.09,1940,21555.5555555556
"3949","1480C2060",0.38,1417,3728.94736842105
"3950","1480C2070",0.05,1354,27080
"3951","1480C2080",0.2,1605,8025
"3952","1480C2090",0.06,1697,28283.3333333333
"3953","1480C2100",0.1,1973,19730
"3954","1480C2110",0.4,1904,4760
"3955","1480C2120",0.11,2034,18490.9090909091
"3956","1480C2130",0.06,1544,25733.3333333333
"3957","1480C2140",4.92,2760,560.975609756098
"3958","1480C2150",0.15,1880,12533.3333333333
"3959","1480C2160",0.11,1820,16545.4545454545
"3960","1480C2170",0.36,1729,4802.77777777778
"3961","1480C2180",0.07,1521,21728.5714285714
"3962","1480C2190",0.06,1352,22533.3333333333
"3963","1480C2200",0.09,1573,17477.7777777778
"3964","1480C2210",0.29,2121,7313.79310344828
"3965","1480C2220",0.15,1711,11406.6666666667
"3966","1480C2230",0.14,1915,13678.5714285714
"3967","1480C2240",0.09,1941,21566.6666666667
"3968","1480C2250",0.24,1885,7854.16666666667
"3969","1480C2260",0.9,1327,1474.44444444444
"3970","1480C2270",1.54,3366,2185.71428571429
"3971","1480C2280",0.16,1757,10981.25
"3972","1480C2290",0.12,1804,15033.3333333333
"3973","1480C2300",0.17,1509,8876.47058823529
"3974","1480C2310",0.22,1260,5727.27272727273
"3975","1480C2320",0.21,1841,8766.66666666667
"3976","1480C2330",0.19,1321,6952.63157894737
"3977","1480C2340",0.6,1228,2046.66666666667
"3978","1480C2350",0.31,1620,5225.8064516129
"3979","1480C2360",0.39,2715,6961.53846153846
"3980","1480C2370",0.45,1987,4415.55555555556
"3981","1480C2380",0.23,1657,7204.34782608696
"3982","1480C2390",0.53,1539,2903.77358490566
"3983","1480C2400",0.2,1793,8965
"3984","1480C2410",0.29,1523,5251.72413793103
"3985","1480C2420",0.34,1974,5805.88235294118
"3986","1480C2430",0.09,1730,19222.2222222222
"3987","1480C2440",0.18,2009,11161.1111111111
"3988","1480C2450",0.38,2595,6828.94736842105
"3989","1480C2460",0.41,2077,5065.85365853659
"3990","1480C2470",0.13,1789,13761.5384615385
"3991","1480C2480",0.14,1425,10178.5714285714
"3992","1480C2490",0.04,1869,46725
"3993","1480C2500",0.8,1932,2415
"3994","1480C2510",0.27,1482,5488.88888888889
"3995","1480C2520",0.2,1262,6310
"3996","1480C2530",0.75,1921,2561.33333333333
"3997","1480C2540",0.12,1977,16475
"3998","1480C2550",0.07,1700,24285.7142857143
"3999","1480C2560",1.52,3845,2529.60526315789
"4000","1480C2570",1.88,2064,1097.87234042553
"4001","1480C2580",0.07,1582,22600
"4002","1480C2590",24.81,2832,114.147521160822
"4003","1480C2600",0.12,1315,10958.3333333333
"4004","1480C2610",0.15,1383,9220
"4005","1480C2620",0.3,1784,5946.66666666667
"4006","1480C2630",0.16,2212,13825
"4007","1480C2640",0.57,1617,2836.84210526316
"4008","1480C2650",1.47,1905,1295.91836734694
"4009","1480C2660",2.01,1789,890.049751243781
"4010","1480C2670",0.26,2077,7988.46153846154
"4011","1480C2680",0.09,1238,13755.5555555556
"4012","1480C2690",0.29,1811,6244.8275862069
"4013","1480C2700",0.4,1493,3732.5
"4014","1480C2710",0.96,1870,1947.91666666667
"4015","1480C2720",3.78,2604,688.888888888889
"4016","1480C2730",0.19,2185,11500
"4017","1480C2740",0.12,1675,13958.3333333333
"4018","1480C2750",0.1,1833,18330
"4019","1480C2760",0.11,1319,11990.9090909091
"4020","1480C2770",0.54,1725,3194.44444444444
"4021","1480C2780",0.26,1821,7003.84615384615
"4022","1480C2790",0.13,1451,11161.5384615385
"4023","1480C2800",0.06,1387,23116.6666666667
